"ad_date","campaign_name","adset_name","spend","impressions","reach","clicks","leads","value","url_parameters","media_source"
2022-06-09,Hobbies,Specific,6373,9512,31608,214,1,6368,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-09,Hobbies,Tinkering,7417,54182,33360,245,3,7934,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-09,Expansion,Products,7454,10611,15912,57,1,8767,utm_source=google&utm_medium=cpc&utm_campaign=upgrade,Google
2022-06-09,Hobbies,Specific,7385,31208,30206,163,2,5921,utm_source=google&utm_medium=cpc&utm_campaign=upgrades,Google
2022-06-08,Expansion,Products,43416,27349,19014,123,5,49272,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,Facebook
2022-06-08,Hobbies,Specific,3033,23449,22845,60,4,4491,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-08,Hobbies,Tinkering,7746,23491,8892,98,5,6638,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-08,Expansion,Products,20486,6863,6299,55,3,25617,utm_source=google&utm_medium=cpc&utm_campaign=upgrade,Google
2022-06-08,Hobbies,Specific,3466,10011,38736,127,3,2703,utm_source=google&utm_medium=cpc&utm_campaign=upgrades,Google
2022-06-07,Hobbies,Tinkering,9182,30374,44374,77,4,15947,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-07,Hobbies,Specific,5989,18741,37663,196,5,10262,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-07,Expansion,Products,42369,27146,17573,104,3,31972,utm_source=google&utm_medium=cpc&utm_campaign=upgrade,Google
2022-06-06,Expansion,Products,24494,29891,13903,36,4,32070,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,Facebook
2022-06-06,Hobbies,Specific,7103,12117,18088,138,1,12360,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-06,Hobbies,Tinkering,2963,9143,25076,193,3,4383,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-06,Expansion,Products,25188,14195,26626,135,1,36012,utm_source=google&utm_medium=cpc&utm_campaign=upgrade,Google
2022-06-06,Hobbies,Tinkering,6195,26152,37844,98,2,9017,utm_source=google&utm_medium=cpc&utm_campaign=upgrades,Google
2022-06-05,Expansion,Products,55533,37427,13547,109,3,79341,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,Facebook
2022-06-05,Hobbies,Tinkering,1506,11652,29292,33,2,2238,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-05,Hobbies,Specific,3385,35477,9507,96,2,5223,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-05,Expansion,Products,31797,5872,4243,103,0,22397,utm_source=google&utm_medium=cpc&utm_campaign=upgrade,Google
2022-06-05,Hobbies,Specific,3366,13142,17106,44,1,4052,utm_source=google&utm_medium=cpc&utm_campaign=upgrades,Google
2022-06-04,Expansion,Products,21562,5642,31068,89,4,27261,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,Facebook
2022-06-04,Hobbies,Tinkering,5014,11259,16074,107,1,6711,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-04,Hobbies,Specific,5089,15903,20689,33,3,5738,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-04,Expansion,Products,11970,10076,12274,29,1,16243,utm_source=google&utm_medium=cpc&utm_campaign=upgrade,Google
2022-06-04,Hobbies,Tinkering,2460,3690,10393,106,1,1914,utm_source=google&utm_medium=cpc&utm_campaign=upgrades,Google
2022-06-03,Expansion,Products,39089,11090,14577,87,0,39201,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,Facebook
2022-06-03,Hobbies,Tinkering,3702,26506,22054,48,2,5023,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-03,Hobbies,Specific,2415,12250,15713,19,2,2111,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrades,Facebook
2022-06-02,Expansion,Products,51425,34123,30231,90,5,56151,utm_source=facebook&utm_medium=ppc&utm_campaign=upgrade,Facebook
